ID,EMF_sp,Synonymia,Reference_original,Introduced_only,Plantation_only,Invasion_mature,Invasion_front,Host,Field_sample,Greenhouse_sample,Introduced_to,Stand_mean_age_years,Mean_altitude_m,LAT_decimal,LON_decimal,N_g/kg,pH,SOC_g/kg,Annual_mean_temperature_°C,Annual_precipitation_mm,Type_of_ecosystem ,Observations 
576,Inocybe sp8,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
577,Lactarius sp1 ,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
578,Russula sp5,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
579,Sebacina sp5,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
580,Sebacina sp6,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
581,Sebacina sp7,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
582,Sebacina sp8,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
583,Sebacina sp10,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
584,Sebacina sp11,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
585,Sebacina sp21,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
586,Tomentella  sp9,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
587,Tomentella  sp32,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
588,Tomentella  sp41,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
589,Tomentella  sp43,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
590,Tomentella  sp44,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
591,Tuber sp4,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
592,Pachyphloeus sp,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
593,Cortinarius sp5,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
594,Genea sp3,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
595,Inocybe sp12,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
596,Inocybe sp19,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
597,Pyronemataceae sp,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
598,Russula sp2,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
599,Sebacina sp16,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
600,Sebacina sp24,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
601,Suillus sp1,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
602,Suillus sp2,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
603,Tomentella  sp1,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
604,Tomentella  sp13,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
605,Tomentella  sp25,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
606,Tomentella  sp27,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
607,Tomentella  sp38,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
608,Rhizopogon sp.,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
609,Cortinarius sp1,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
610,Cortinarius sp2,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
611,Genea sp2,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
612,Genea sp4,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
613,Inocybe sp3,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
614,Inocybe sp4,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
615,Inocybe sp9,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
616,Inocybe sp10,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
617,Inocybe sp14,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
618,Otidea sp.,Valid,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
619,Russula sp6,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
620,Russula sp7,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
621,Scleroderma sp2,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
622,Sebacina sp3,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
623,Sebacina sp20,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
624,Suillus sp3,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
625,Tomentella  sp5,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
626,Tomentella  sp10,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
627,Tomentella  sp14,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
628,Tomentella  sp20,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
629,Tomentella  sp45,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
630,Tuber sp3,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
631,Tuber sp5,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
632,Wilcoxina sp,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
633,Amphinema sp.,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
634,Geopora sp.,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
635,Gymnomyces sp2,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
636,Hebeloma sp2,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
637,Inocybe sp17,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
638,Inocybe sp18,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
639,Pezizales sp2,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
640,Pezizales sp3,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
641,Pezizales sp6,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
642,Scleroderma sp3,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
643,Sebacina sp13,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
644,Sebacina sp14,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
645,Tomentella sp39,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
646,Tomentella sp40,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
647,Tylospora sp.,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
648,Sebacina sp9,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
649,Tomentella sp17,NA,Bahran et al. 2013,0,1,0,0,Pinus sylvestris,1,0,"Hyrcanian forests, Northern Iran",40,1064,36.0666667,53.15,2.69,7.2,7.2,15.3,250,Temperate forest,
650,Amphinema byssoides,Valid,Barroetaveña et al. 2010,1,0,0,0,Pinus ponderosa,0,1,"Patagonia, Argentina",50,399,-41.9833333,-71.5166666666666,4.05,5.57,68,9.8,750,Steppe grassland,Climatic and soil variables informed in the paper
651,Hebeloma mesophaeum,Valid,Barroetaveña et al. 2010,1,0,0,0,Pinus ponderosa,0,1,"Patagonia, Argentina",50,399,-41.9833333,-71.5166666666666,4.05,5.57,68,9.8,750,Steppe grassland,Climatic and soil variables informed in the paper
652,Laccaria sp. ,NA,Barroetaveña et al. 2010,1,0,0,0,Pinus ponderosa,0,1,"Patagonia, Argentina",50,399,-41.9833333,-71.5166666666666,4.05,5.57,68,9.8,750,Steppe grassland,Climatic and soil variables informed in the paper
653,Tomentella sp. ,NA,Barroetaveña et al. 2010,1,0,0,0,Pinus ponderosa,0,1,"Patagonia, Argentina",50,399,-41.9833333,-71.5166666666666,4.05,5.57,68,9.8,750,Steppe grassland,Climatic and soil variables informed in the paper
654,Rhizopogon roseolus,Valid,Barroetaveña et al. 2010,1,0,0,0,Pinus ponderosa,0,1,"Patagonia, Argentina",50,399,-41.9833333,-71.5166666666666,4.05,5.57,68,9.8,750,Steppe grassland,Climatic and soil variables informed in the paper
655,Wilcoxina mikolae ,Valid,Barroetaveña et al. 2010,1,0,0,0,Pinus ponderosa,0,1,"Patagonia, Argentina",50,399,-41.9833333,-71.5166666666666,4.05,5.57,68,9.8,750,Steppe grassland,Climatic and soil variables informed in the paper
656,Tuber sp. ,NA,Barroetaveña et al. 2010,1,0,0,0,Pinus ponderosa,0,1,"Patagonia, Argentina",50,399,-41.9833333,-71.5166666666666,4.05,5.57,68,9.8,750,Steppe grassland,Climatic and soil variables informed in the paper
657,Cylindrocarpon sp.,NA,Barroetaveña et al. 2010,1,0,0,0,Pinus ponderosa,0,1,"Patagonia, Argentina",50,399,-41.9833333,-71.5166666666666,4.05,5.57,68,9.8,750,Steppe grassland,Climatic and soil variables informed in the paper
658,Pezizales sp.,NA,Barroetaveña et al. 2010,1,0,0,0,Pinus ponderosa,0,1,"Patagonia, Argentina",50,399,-41.9833333,-71.5166666666666,4.05,5.57,68,9.8,750,Steppe grassland,Climatic and soil variables informed in the paper
659,Meliniomyces variabilis,Hyaloscypha variabilis ,Hawley et al. 2008,0,1,0,0,Pinus patula,1,0,"Mpumalanga province, South Africa ",25,1410,-25.1866667,30.725,2.09,5.4,26.3,20,736,Subtropical forest,Climatic variables informed in the paper
660,Amanita rubescens ,Valid,Hawley et al. 2008,0,1,0,0,Pinus patula,1,0,"Mpumalanga province, South Africa ",25,1410,-25.1866667,30.725,2.09,5.4,26.3,20,736,Subtropical forest,Climatic variables informed in the paper
661,Scleroderma bovista,Valid,Hawley et al. 2008,0,1,0,0,Pinus patula,1,0,"Mpumalanga province, South Africa ",25,1410,-25.1866667,30.725,2.09,5.4,26.3,20,736,Subtropical forest,Climatic variables informed in the paper
662,Phialocephala fortinii,Valid,Hawley et al. 2008,0,1,0,0,Pinus patula,1,0,"Mpumalanga province, South Africa ",25,1410,-25.1866667,30.725,2.09,5.4,26.3,20,736,Subtropical forest,Climatic variables informed in the paper
663,Amanita spissa ,Amanita excelsa,Hawley et al. 2008,0,1,0,0,Pinus patula,1,0,"Mpumalanga province, South Africa ",25,1410,-25.1866667,30.725,2.09,5.4,26.3,20,736,Subtropical forest,Climatic variables informed in the paper
664,Albatrellus ovinus,Valid,Hawley et al. 2008,0,1,0,0,Pinus patula,1,0,"Mpumalanga province, South Africa ",25,1410,-25.1866667,30.725,2.09,5.4,26.3,20,736,Subtropical forest,Climatic variables informed in the paper
665,Cortinarius teraturgus,Valid,Tedersoo et al. 2007 ,0,1,0,0,Pinus caribaea,1,0,"Le Niol, Seychelles",29,180,-4.625,55.43,4.24,5.6,51.3,24.8,2269,Tropical forest,Altitude informed in the paper
666,Pisolithus tinctorius,Valid,Tedersoo et al. 2007 ,0,1,0,0,Pinus caribaea,1,0,"Le Niol, Seychelles",29,180,-4.625,55.43,4.24,5.6,51.3,24.8,2269,Tropical forest,Altitude informed in the paper
667,Rhizopogon succosus,Valid,Tedersoo et al. 2007 ,0,1,0,0,Pinus caribaea,1,0,"Le Niol, Seychelles",29,180,-4.625,55.43,4.24,5.6,51.3,24.8,2269,Tropical forest,Altitude informed in the paper
668,Rhizopogon fuscorubens,Valid,Tedersoo et al. 2007 ,0,1,0,0,Pinus caribaea,1,0,"Le Niol, Seychelles",29,180,-4.625,55.43,4.24,5.6,51.3,24.8,2269,Tropical forest,Altitude informed in the paper
669,Amanita muscaria,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
670,Cenococcum geophilum,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
671,Chalciporus piperatus,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
672,Hebeloma sp.,NA,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
673,Inocybe lacera,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
674,Inocybe sindonia,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
675,Inocybe sp.,NA,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
676,Laccaria proxima,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
677,Lactarius rufus,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
678,Pseudotomentella tristis,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
679,Pseudotomentella sp,NA,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
680,Rhizopogon luteolus,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
681,Rhizopogon luteorubescens,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
682,Rhizopogon pseudoroseolus,Rhizopogon roseolus,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
683,Rhizopogon rubescens,Rhizopogon roseolus,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
684,Scleroderma bovista,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
685,Suillus sp.,NA,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
686,Thelephora terrestris,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
687,Tomentella sp.,NA,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
688,Tricholoma sp.,NA,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
689,Tuber sp.,NA,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
690,Wilcoxina mikolae,Valid,Walbert et al. 2010 ,0,1,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
691,Suillus luteus,Valid,Policelli et al 2020,0,0,1,1,Pinus contorta ,1,1,"Patagonia, Chile",50,1420,-38.4166667,-71.5333333333333,5.59,5.6,99.1,8.5,3038,Temperate forest,Climatic and soil variables informed in the paper
692,Amanita muscaria ,Valid,Policelli et al 2020,0,0,1,0,Pinus contorta ,1,1,"Patagonia, Chile",50,1420,-38.4166667,-71.5333333333333,5.59,5.2,99.1,8.5,3038,Temperate forest,Climatic and soil variables informed in the paper
693,Sistotrema sp.,Cantharellales sp.,Policelli et al 2020,0,0,1,1,Pinus contorta ,1,1,"Patagonia, Chile",50,1420,-38.4166667,-71.5333333333333,5.59,5.6,99.1,8.5,3038,Temperate forest,Climatic and soil variables informed in the paper
694,Thelephora terrestris,Valid,Policelli et al 2020,0,0,0,1,Pinus contorta ,1,1,"Patagonia, Chile",50,1420,-38.4166667,-71.5333333333333,5.59,5.6,99.1,8.5,3038,Temperate forest,Climatic and soil variables informed in the paper
695,Hebeloma sp. ,NA,Policelli et al 2020,0,0,0,1,Pinus contorta ,1,1,"Patagonia, Chile",50,1420,-38.4166667,-71.5333333333333,5.59,5.6,99.1,8.5,3038,Temperate forest,Climatic and soil variables informed in the paper
