ID,EMF_sp,Synonymia,Reference_original,Introduced_only,Plantation_only,Invasion_mature,Invasion_front,Host,Field_sample,Greenhouse_sample,Introduced_to,Stand_mean_age_years,Mean_altitude_m,LAT_decimal,LON_decimal,N_g/kg,pH,SOC_g/kg,Annual_mean_temperature_°C,Annual_precipitation_mm,Type_of_ecosystem ,Observations 
337,Suillus subaureus,Valid,Putzke et al. 1994,1,0,0,0,Pinus sp. ,1,0,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
338,Thelephora americana,Valid,Giachini et al. 2000,0,1,0,0,Pinus spp.,1,0,"Santa Catarina, Brazil",19,0,-26.3666667,-48.7166663888888,4.32,4.2,65.9,22,1700,Subtropical forest,Climatic variables and pH informed in the paper
339,Thelephora atra,Valid,Barroetaveña et al. 2005,0,1,0,0,Pinus ponderosa,1,0,"Patagonia, Argentina",40,650,-42.9166667,-71.35,3.13,6.1,52.9,9.8,750,Steppe grassland,Climatic variables informed in the paper
340,Thelephora intybacea,Valid,Lundquist 1986,1,0,0,0,Pinus sp.,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
341,Thelephora intybacea,Valid,Lundquist 1987a,1,0,0,0,Pinus spp.,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
342,Thelephora intybacea,Valid,Lundquist 1987b,1,0,0,0,Pinus sp.,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
343,Thelephora penicillata,Valid,Lundquist 1986,1,0,0,0,Pinus sp.,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
344,Thelephora penicillata,Valid,Lundquist 1987a,1,0,0,0,Pinus sp.,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
345,Thelephora terrestris,Valid,Barroetaveña et al. 2005,0,1,0,0,Pinus ponderosa,1,0,"Patagonia, Argentina",40,650,-42.9166667,-71.35,3.13,6.1,52.9,9.8,750,Steppe grassland,Climatic variables informed in the paper
346,Thelephora terrestris,Valid,Birch 1937,1,0,0,0,Pinus radiata,1,0,"North Island, New Zealand ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some soil variables informed in the paper (C/N/P)
347,Thelephora terrestris,Valid,Chapela et al. 2001,0,1,0,0,Pinus radiata,1,0,Ecuador,30,3600,-1.4083333,-79.0111111111111,3.78,6.1,51.2,8,957,Highland grassland,Some soil variables informed in the paper (C)
348,Thelephora terrestris,Valid,Chu-Chou & Grace 1990,1,0,0,0,Pinus radiata,1,0,New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
349,Thelephora terrestris,Valid,Chu-Chou 1979,1,0,0,0,Pinus radiata,1,0,New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
350,Thelephora terrestris,Valid,De Meijer 2001,1,0,0,0,Pinus sp.,1,0,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
351,Thelephora terrestris,Valid,Dunstan et al. 1998,1,0,0,0,Pinus sp. ,1,0,Australia,22,,-34,115,1.57,6.4,41.5,NA,NA,Grassland ,
352,Thelephora terrestris,Valid,Garrido 1986,0,1,0,0,Pinus radiata,1,0,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
353,Thelephora terrestris,Valid,Giachini et al. 2000,0,1,0,0,Pinus taeda,1,0,"Santa Catarina, Brazil",15,850,-27.5833333,-50.3666666666666,3.08,4.05,36.7,16,1700,Subtropical forest,Climatic variables and pH informed in the paper
354,Thelephora terrestris,Valid,Hedger 1986,1,0,0,0,Pinus radiata,1,0,Ecuador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
355,Thelephora terrestris,Valid,Hemmes & Desjardin 2002,1,0,0,0,Pinus sp.,1,0,"Hawaii, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
356,Thelephora terrestris,Valid,Lamb & Richards 1970,1,0,0,0,Pinus spp.,1,0,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
357,Thelephora terrestris,Valid,Lundquist 1986,1,0,0,0,Pinus spp.,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
358,Thelephora terrestris,Valid,Lundquist 1987a,1,0,0,0,Pinus spp.,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
359,Thelephora terrestris,Valid,Lundquist 1987b,1,0,0,0,Pinus spp.,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
360,Tricholoma equestre,Valid,Wright & Albertó 2002,1,0,0,0,Pinus sp. ,1,0,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
361,Tricholoma fagnani,Valid,Garrido 1986,0,1,0,0,Pinus radiata,1,0,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
362,Tricholoma meridianum,Valid,Pearson 1950,1,0,0,0,Pinus sp.,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
363,Tricholoma muricatum,Valid,Barroetaveña et al. 2005,0,1,0,0,Pinus ponderosa,1,0,"Patagonia, Argentina",40,650,-42.9166667,-71.35,3.13,6.1,52.9,9.8,750,Steppe grassland,Climatic variables informed in the paper
364,Tricholoma myomyces,Valid,Garrido 1986,0,1,0,0,Pinus radiata,1,0,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
365,Tricholoma pessundatum,Valid,Chu-Chou & Grace 1990,0,1,0,0,Pinus radiata,1,0,New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
366,Tricholoma portentosum,Valid,Wright & Albertó 2002,1,0,0,0,Pinus sp. ,1,0,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
367,Tricholoma saponaceum,Valid,Lundquist 1987a,1,0,0,0,Pinus sp.,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
368,Tricholoma scalpturatum,Valid,Garrido 1986,0,1,0,0,Pinus radiata,1,0,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
369,Tricholoma terreum,Valid,Wright & Albertó 2002,1,0,0,0,Pinus sp. ,1,0,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
370,Tuber maculatum,Valid,Trappe & Cázares 2000,0,1,0,0,Pinus spp.,1,0,"New Zealand, Australia, Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
371,Tuber rapaeodorum,Valid,Marais & Kotzé 1977,1,0,0,0,Pinus patula,1,0,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
372,Xerocomus chrysenteron,Valid,Garrido 1983,0,1,0,0,Pinus radiata,1,0,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
373,Xerocomus chrysenteron,Valid,Garrido 1986,0,1,0,0,Pinus radiata,1,0,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
374,Amanita rubescens ,Valid,Collier & bidartondo 2009,0,0,1,0,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,64,50.6430556,-1.98166666666666,3.07,6.4,29,10.1,811,Lowland heathland,
375,Cenococcum geophillum,Valid,Collier & bidartondo 2009,0,0,1,0,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,64,50.6430556,-1.98166666666666,3.07,6.4,29,10.1,811,Lowland heathland,
376,Rhizopogon luteolus,Valid,Collier & bidartondo 2009,0,0,1,1,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,42,50.8308333,-1.73722222222222,2.89,6.8,30.1,9.9,799,Lowland heathland,
377,Russula emetica,Valid,Collier & bidartondo 2009,0,0,1,0,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,64,50.6430556,-1.98166666666666,3.07,6.4,29,10.1,811,Lowland heathland,
378,Scleroderma citrinum,Valid,Collier & bidartondo 2009,0,0,1,0,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,64,50.6430556,-1.98166666666666,3.07,6.4,29,10.1,811,Lowland heathland,
379,Suillus bovinus,Valid,Collier & bidartondo 2009,0,0,1,1,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,42,50.8308333,-1.73722222222222,2.89,6.8,30.1,9.9,799,Lowland heathland,
380,Suillus variegatus,Valid,Collier & bidartondo 2009,0,0,1,1,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,42,50.8308333,-1.73722222222222,2.89,6.8,30.1,9.9,799,Lowland heathland,
381,Thelephora terrestris,Valid,Collier & bidartondo 2009,0,0,1,0,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,64,50.6430556,-1.98166666666666,3.07,6.4,29,10.1,811,Lowland heathland,
382,Atheliaceae sp. ,NA,Collier & bidartondo 2009,0,0,1,0,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,64,50.6430556,-1.98166666666666,3.07,6.4,29,10.1,811,Lowland heathland,
383,Laccaria sp,NA,Collier & bidartondo 2009,0,0,1,0,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,64,50.6430556,-1.98166666666666,3.07,6.4,29,10.1,811,Lowland heathland,
384,Lactarius sp,NA,Collier & bidartondo 2009,0,0,1,0,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,64,50.6430556,-1.98166666666666,3.07,6.4,29,10.1,811,Lowland heathland,
385,Tomentella sp. ,NA,Collier & bidartondo 2009,0,0,1,0,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,64,50.6430556,-1.98166666666666,3.07,6.4,29,10.1,811,Lowland heathland,
386,Xerocosmus sp. ,NA,Collier & bidartondo 2009,0,0,1,0,Pinus sylvestris,1,1,"Lowland heathlands, England -Check",50,64,50.6430556,-1.98166666666666,3.07,6.4,29,10.1,811,Lowland heathland,
387,Cenococcum geophillum,Valid,Nuñez et al 2009 ,0,0,1,1,Pinus contorta ,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
388,Cortinariaceae sp. ,NA,Nuñez et al 2009 ,0,0,1,1,Pinus contorta ,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
389,Suillus luteus ,Valid,Nuñez et al 2009 ,0,0,1,1,Pinus contorta ,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
390,Hebeloma sp.,NA,Nuñez et al 2009 ,0,0,1,1,Pinus contorta ,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
391,Wilcoxina mikolae ,Valid,Nuñez et al 2009 ,0,0,1,1,Pinus contorta ,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
392,Atheliaceae sp. ,NA,Nuñez et al 2009 ,0,0,1,0,Pinus contorta ,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
393,Cadophora findlandica,Hyaloscypha finlandica,Nuñez et al 2009 ,0,0,1,0,Pinus contorta ,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
394,Lactarius quieticolor,Valid,Nuñez et al 2009 ,0,0,1,0,Pinus contorta ,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
395,Thelephoraceae sp.,NA,Nuñez et al 2009 ,0,0,1,0,Pinus contorta ,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
396,Suillus luteus ,Valid,Nuñez et al 2009 ,0,0,1,1,Pinus ponderosa,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
397,Thelephora terrestris ,Valid,Nuñez et al 2009 ,0,0,1,1,Pinus ponderosa,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
398,Wilcoxina mikolae ,Valid,Nuñez et al 2009 ,0,0,1,1,Pinus ponderosa,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
399,Atheliaceae sp. ,NA,Nuñez et al 2009 ,0,0,1,0,Pinus ponderosa,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
400,Cortinariaceae sp. ,NA,Nuñez et al 2009 ,0,0,1,0,Pinus ponderosa,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
401,Hebeloma sp.,NA,Nuñez et al 2009 ,0,0,1,0,Pinus ponderosa,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
402,Lactarius quieticolor,Valid,Nuñez et al 2009 ,0,0,1,0,Pinus ponderosa,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
403,Sebaninaceae sp. ,NA,Nuñez et al 2009 ,0,0,1,0,Pinus ponderosa,1,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,4.87,6.45,78.69,10.1,1300,Temperate forest,Climatic and soil variables (all but OM)  informed in the paper
404,Atheliaceae sp. ,NA,Dickie et al 2010 ,0,0,1,Not assessed,Pinus contorta ,1,0,"Canterbury, New Zealand ",15,1000,-43.1533333,171.73,4.19,5.4,119.7,12.15,1447,Temperate Forest ,Climatic variables informed in the paper
405,Amanita muscaria,Valid,Dickie et al 2010 ,0,0,1,Not assessed,Pinus contorta ,1,0,"Canterbury, New Zealand ",15,1000,-43.1533333,171.73,4.19,5.4,119.7,12.15,1447,Temperate Forest ,Climatic variables informed in the paper
406,Cantharellales sp. ,NA,Dickie et al 2010 ,0,0,1,Not assessed,Pinus contorta ,1,0,"Canterbury, New Zealand ",15,1000,-43.1533333,171.73,4.19,5.4,119.7,12.15,1447,Temperate Forest ,Climatic variables informed in the paper
407,Cenococcum geophillum,Valid,Dickie et al 2010 ,0,0,1,Not assessed,Pinus contorta ,1,0,"Canterbury, New Zealand ",15,1000,-43.1533333,171.73,4.19,5.4,119.7,12.15,1447,Temperate Forest ,Climatic variables informed in the paper
408,Suillus granulatus,Valid,Dickie et al 2010 ,0,0,1,Not assessed,Pinus contorta ,1,0,"Canterbury, New Zealand ",15,1000,-43.1533333,171.73,4.19,5.4,119.7,12.15,1447,Temperate Forest ,Climatic variables informed in the paper
409,Suillus luteus ,Valid,Dickie et al 2010 ,0,0,1,Not assessed,Pinus contorta ,1,0,"Canterbury, New Zealand ",15,1000,-43.1533333,171.73,4.19,5.4,119.7,12.15,1447,Temperate Forest ,Climatic variables informed in the paper
410,Tomentella sp. ,NA,Dickie et al 2010 ,0,0,1,Not assessed,Pinus contorta ,1,0,"Canterbury, New Zealand ",15,1000,-43.1533333,171.73,4.19,5.4,119.7,12.15,1447,Temperate Forest ,Climatic variables informed in the paper
411,Tricholoma sp.,NA,Dickie et al 2010 ,0,0,1,Not assessed,Pinus contorta ,1,0,"Canterbury, New Zealand ",15,1000,-43.1533333,171.73,4.19,5.4,119.7,12.15,1447,Temperate Forest ,Climatic variables informed in the paper
412,Tylospora sp. ,NA,Dickie et al 2010 ,0,0,1,Not assessed,Pinus contorta ,1,0,"Canterbury, New Zealand ",15,1000,-43.1533333,171.73,4.19,5.4,119.7,12.15,1447,Temperate Forest ,Climatic variables informed in the paper
413,Cenococcum geophillum,Valid,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
414,Inocybe sp. ,NA,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
415,Meliniomyces bicolor ,Hyaloscypha bicolor,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
416,Rhizopogon luteolus,Valid,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
417,Rhizopogon roseolus,Valid,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
418,Rhizopogon salebrosus,Valid,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
419,Suillus bovinus,Valid,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
420,Suillus granulatus,Valid,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
421,Suillus luteus ,Valid,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
422,Suillus variegatus,Valid,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
423,Thelephora terrestris ,Valid,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
424,Wilcoxina mikolae ,Valid,Kohout et al 2011 ,0,0,1,Not assessed,Pinus strobus,0,1,"Elbe Sandstone Mountains, Czech Republic ",222,300,49.9976667,14.5661666666666,1.95,6.3,23.7,8.8,565,Mountain forest,Climatic variables informed in the paper
425,Atheliaceae sp. ,NA,Hynson et al. 2013 ,0,0,1,1,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
426,Cadophora sp.,NA,Hynson et al. 2013 ,0,0,1,1,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
427,Suillus brevipes,Valid,Hynson et al. 2013 ,0,0,1,1,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
428,Suillus luteus ,Valid,Hynson et al. 2013 ,0,0,1,1,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
429,Rhizopogon rubescens,Rhizopogon roseolus,Hynson et al. 2013 ,0,0,1,1,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
430,Suillus luteus ,Valid,Hynson et al. 2013 ,0,0,1,1,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
431,Atheliaceae sp. ,NA,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
432,Descomyces sp. ,NA,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
433,Laccaria sp.,NA,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
434,Pyronemataceae sp.,NA,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
435,Rhizopogon salebrosus,Valid,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
436,Sebacinaceae sp. ,NA,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
437,Suillus brevipes,Valid,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
438,Suillus pungens ,Valid,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
439,Thelephora sp.,NA,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
440,Tomentella sp. ,NA,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
441,Tuber sp. ,NA,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
442,Wilcoxina sp.,NA,Hynson et al. 2013 ,0,0,1,0,Pinus radiata,0,1,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
443,Cortinarius sp. ,NA,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
444,Hyaloscyphaceae sp.,NA,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
445,Inocybe sp. ,NA,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
446,Laccaria sp.,NA,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
447,Meliniomyces sp.,Hyaloscypha sp.,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
448,Pseudotomentella sp.,NA,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
449,Pyronemataceae sp.,NA,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
450,Rhizopogon salebrosus,Valid,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
451,Suillus pungens ,Valid,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
452,Thelephora sp.,NA,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
453,Tuber sp. ,NA,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
454,Wilcoxina sp.,NA,Hynson et al. 2013 ,0,0,1,0,Pinus spp,1,0,"Maui and Hawai'i, USA",50,1889,20.7252778,-156.293611111111,3.97,5.6,49.8,13.7,1434,Shrubland,Climatic variables informed in the paper
455,Amphinema sp.,NA,Nuñez et al. 2013,0,0,Not assessed,1,Pinus ponderosa,0,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
456,Hebeloma mesophaeum,Valid,Nuñez et al. 2013,0,0,Not assessed,1,Pinus ponderosa,0,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
457,Melanogaster sp.,NA,Nuñez et al. 2013,0,0,Not assessed,1,Pinus ponderosa,0,1,"Isla Victoria, Patagonia, Argentina",75,1050,-40.95,-71.55,3.85,5.7,88.5,10.1,1300,Temperate forest,Climatic variables informed in the paper
